modelo,MAE,RMSE,MAPE
modelo2,5.901225523528778,7.687568635246773,0.03728264648913964
modelo3,7.9170809167388265,10.49687340999837,0.05000123164235997
modelo0,25.467531508082214,26.263955879577626,0.161749398012138
modelo1,29.521824860008127,30.386232638406263,0.1876325304857869
